               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 124,              1.6089,              0.9395,              1.4997,             0.83683,             0.80853,             0.87048,             0.50382,                   0,                   0,                   0,           0.0075646,           0.0075646,           0.0075646
                 125,              1.5966,              0.9263,              1.5005,             0.83654,             0.80959,             0.87452,              0.5086,                   0,                   0,                   0,           0.0075448,           0.0075448,           0.0075448
                 126,              1.5977,              0.9322,              1.5019,             0.84296,             0.80143,             0.86948,             0.50428,                   0,                   0,                   0,            0.007525,            0.007525,            0.007525
                 127,              1.5933,             0.92691,              1.4964,             0.83493,             0.81593,             0.87198,             0.50585,                   0,                   0,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,              1.5886,             0.93213,              1.4966,             0.83823,             0.80362,             0.87279,              0.5031,                   0,                   0,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,              1.5965,             0.92232,              1.4947,             0.85012,             0.80577,             0.87535,             0.50871,                   0,                   0,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,              1.5984,             0.93425,              1.5076,             0.84246,             0.80578,             0.87525,             0.50772,                   0,                   0,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,              1.6028,             0.92771,              1.5009,              0.8417,             0.79995,             0.86689,             0.50249,                   0,                   0,                   0,            0.007426,            0.007426,            0.007426
                 132,              1.6027,             0.94096,              1.5002,             0.84323,             0.79133,             0.86652,               0.504,                   0,                   0,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,              1.5946,             0.92338,              1.4902,              0.8339,             0.80308,             0.86535,             0.50121,                   0,                   0,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,              1.5957,             0.92425,               1.503,             0.83022,             0.80442,             0.86402,             0.50282,                   0,                   0,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,              1.5785,             0.91657,               1.493,             0.83066,             0.82363,             0.87076,             0.50723,                   0,                   0,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,              1.5721,             0.91108,              1.4886,              0.8442,             0.80923,             0.87161,             0.50367,                   0,                   0,                   0,            0.007327,            0.007327,            0.007327
                 137,              1.5647,             0.91321,               1.489,              0.8425,             0.80566,             0.87012,             0.50385,                   0,                   0,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,              1.5691,             0.90698,               1.487,             0.84767,              0.8132,             0.87245,             0.50761,                   0,                   0,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,              1.5795,             0.91079,              1.4979,             0.82716,              0.8185,             0.87006,             0.50773,                   0,                   0,                   0,           0.0072676,           0.0072676,           0.0072676
