               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 155,              1.1458,             0.60233,               1.257,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001337,            0.001337,            0.001337
                 156,              1.1248,             0.58505,              1.2429,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001286,            0.001286,            0.001286
                 157,              1.1449,             0.60359,              1.2538,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001236,            0.001236,            0.001236
                 158,              1.1222,             0.58954,              1.2548,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0011869,           0.0011869,           0.0011869
                 159,              1.1482,             0.60333,              1.2597,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0011387,           0.0011387,           0.0011387
                 160,              1.1242,             0.59769,              1.2507,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0010916,           0.0010916,           0.0010916
                 161,              1.1298,             0.59914,              1.2524,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0010454,           0.0010454,           0.0010454
                 162,              1.1498,              0.6095,              1.2628,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0010002,           0.0010002,           0.0010002
                 163,              1.1056,             0.58389,              1.2468,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00095595,          0.00095595,          0.00095595
                 164,              1.1363,             0.60009,               1.268,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00091275,          0.00091275,          0.00091275
                 165,              1.1189,             0.58236,              1.2503,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00087058,          0.00087058,          0.00087058
                 166,              1.1189,              0.5887,              1.2508,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00082943,          0.00082943,          0.00082943
                 167,              1.1209,             0.59155,              1.2528,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00078933,          0.00078933,          0.00078933
                 168,              1.1139,             0.58399,              1.2512,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00075027,          0.00075027,          0.00075027
                 169,              1.1068,               0.594,              1.2554,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00071228,          0.00071228,          0.00071228
                 170,              1.1126,             0.58866,              1.2534,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00067536,          0.00067536,          0.00067536
                 171,              1.1093,             0.58858,              1.2461,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00063952,          0.00063952,          0.00063952
                 172,               1.111,               0.593,              1.2484,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00060476,          0.00060476,          0.00060476
                 173,               1.106,             0.59148,              1.2541,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00057111,          0.00057111,          0.00057111
                 174,              1.1065,             0.58447,              1.2419,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00053855,          0.00053855,          0.00053855
                 175,              1.0999,             0.58478,              1.2481,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00050711,          0.00050711,          0.00050711
                 176,              1.0862,             0.57325,              1.2383,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0004768,           0.0004768,           0.0004768
                 177,              1.0865,             0.57893,              1.2367,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00044761,          0.00044761,          0.00044761
                 178,              1.0893,             0.57468,              1.2376,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00041955,          0.00041955,          0.00041955
                 179,              1.0913,             0.57388,              1.2405,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00039264,          0.00039264,          0.00039264
                 180,              1.0815,             0.57482,              1.2394,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00036688,          0.00036688,          0.00036688
                 181,              1.0854,             0.57293,               1.239,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00034227,          0.00034227,          0.00034227
                 182,              1.0831,             0.56974,              1.2332,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00031882,          0.00031882,          0.00031882
