               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  66,              1.7994,               1.115,              1.6286,             0.81354,             0.79121,             0.85611,             0.47829,                   0,                   0,                   0,           0.0095929,           0.0095929,           0.0095929
                  67,              1.8017,              1.1216,              1.6304,             0.82193,             0.76878,             0.85679,             0.47808,                   0,                   0,                   0,           0.0095804,           0.0095804,           0.0095804
                  68,              1.7959,              1.1176,              1.6343,              0.8262,             0.77383,             0.85387,             0.48107,                   0,                   0,                   0,           0.0095678,           0.0095678,           0.0095678
                  69,              1.7735,              1.0932,              1.6161,             0.80234,             0.78606,              0.8533,             0.47802,                   0,                   0,                   0,            0.009555,            0.009555,            0.009555
                  70,              1.7788,              1.1007,              1.6055,             0.82437,             0.78823,             0.86004,             0.48193,                   0,                   0,                   0,            0.009542,            0.009542,            0.009542
                  71,              1.7727,              1.1007,              1.6092,             0.81945,             0.80491,             0.86289,             0.48475,                   0,                   0,                   0,           0.0095289,           0.0095289,           0.0095289
                  72,              1.7643,              1.0893,              1.6146,             0.82603,             0.78836,             0.85967,             0.48755,                   0,                   0,                   0,           0.0095156,           0.0095156,           0.0095156
                  73,              1.7657,              1.0819,              1.6078,             0.82763,             0.78614,             0.86273,             0.49013,                   0,                   0,                   0,           0.0095021,           0.0095021,           0.0095021
                  74,              1.7744,              1.0898,              1.6079,               0.818,             0.80629,              0.8582,             0.48186,                   0,                   0,                   0,           0.0094884,           0.0094884,           0.0094884
                  75,              1.7816,              1.1058,              1.6215,             0.81375,             0.77919,             0.84857,             0.47625,                   0,                   0,                   0,           0.0094745,           0.0094745,           0.0094745
                  76,              1.7584,              1.0931,              1.5972,             0.81895,             0.79529,             0.86098,               0.485,                   0,                   0,                   0,           0.0094605,           0.0094605,           0.0094605
                  77,              1.7464,              1.0691,              1.5986,             0.84076,             0.79508,             0.86465,             0.49725,                   0,                   0,                   0,           0.0094463,           0.0094463,           0.0094463
                  78,               1.767,              1.0892,              1.6085,             0.82593,             0.79298,              0.8599,             0.48921,                   0,                   0,                   0,           0.0094319,           0.0094319,           0.0094319
                  79,              1.7439,              1.0656,              1.5897,             0.81478,             0.79785,             0.85934,             0.48604,                   0,                   0,                   0,           0.0094173,           0.0094173,           0.0094173
                  80,              1.7366,              1.0657,              1.5883,             0.82404,             0.81479,             0.86538,              0.4944,                   0,                   0,                   0,           0.0094026,           0.0094026,           0.0094026
                  81,              1.7359,               1.076,              1.5931,             0.80902,             0.79884,             0.86077,             0.48784,                   0,                   0,                   0,           0.0093877,           0.0093877,           0.0093877
                  82,              1.7187,              1.0642,               1.585,             0.82387,              0.8066,             0.86342,             0.48696,                   0,                   0,                   0,           0.0093726,           0.0093726,           0.0093726
                  83,              1.7435,              1.0684,               1.589,             0.83104,              0.7989,              0.8642,             0.49417,                   0,                   0,                   0,           0.0093574,           0.0093574,           0.0093574
                  84,              1.7443,              1.0687,              1.5909,             0.83451,             0.78637,             0.86317,             0.49118,                   0,                   0,                   0,            0.009342,            0.009342,            0.009342
                  85,              1.7492,              1.0674,              1.5887,             0.83297,             0.78848,             0.86328,             0.49262,                   0,                   0,                   0,           0.0093264,           0.0093264,           0.0093264
                  86,              1.7184,                1.05,              1.5825,             0.81863,             0.79439,             0.85353,             0.48005,                   0,                   0,                   0,           0.0093107,           0.0093107,           0.0093107
                  87,              1.7264,              1.0533,              1.5848,             0.83592,             0.80222,             0.86927,             0.49457,                   0,                   0,                   0,           0.0092948,           0.0092948,           0.0092948
                  88,              1.7243,              1.0478,              1.5754,             0.83938,             0.77943,             0.85746,             0.48969,                   0,                   0,                   0,           0.0092787,           0.0092787,           0.0092787
                  89,              1.7194,              1.0526,               1.586,             0.82692,             0.79876,             0.86121,             0.49544,                   0,                   0,                   0,           0.0092624,           0.0092624,           0.0092624
                  90,              1.7249,               1.041,              1.5838,             0.82376,             0.80148,             0.86327,             0.49529,                   0,                   0,                   0,            0.009246,            0.009246,            0.009246
                  91,              1.7042,              1.0412,              1.5688,             0.83132,             0.79153,              0.8577,             0.48473,                   0,                   0,                   0,           0.0092294,           0.0092294,           0.0092294
                  92,              1.7154,              1.0342,              1.5745,             0.83789,             0.79536,             0.86464,             0.49232,                   0,                   0,                   0,           0.0092127,           0.0092127,           0.0092127
                  93,              1.6982,              1.0291,              1.5619,             0.81561,             0.80199,             0.86229,             0.49575,                   0,                   0,                   0,           0.0091958,           0.0091958,           0.0091958
                  94,              1.7086,              1.0292,              1.5719,             0.82467,             0.80627,             0.86807,              0.4964,                   0,                   0,                   0,           0.0091787,           0.0091787,           0.0091787
                  95,                 1.7,                1.03,              1.5722,             0.84334,              0.7971,             0.87045,             0.50407,                   0,                   0,                   0,           0.0091614,           0.0091614,           0.0091614
